dataset,id,sent_i,n_words,n_class_hits,n_attr_hits,n_rel_endpoint_hits,n_tokens_spacy
data_source_3,StudentAppointment,3,15,2,0,2,16
data_source_3,StudentAppointment,4,22,4,0,4,26
data_source_3,TeamSportsScoutingSystem,0,25,5,0,5,28
data_source_3,TeamSportsScoutingSystem,1,26,3,0,3,55
data_source_3,TeamSportsScoutingSystem,2,19,1,2,1,20
data_source_3,TeamSportsScoutingSystem,3,19,1,0,1,26
data_source_3,TeamSportsScoutingSystem,4,25,4,1,4,55
data_source_3,TeamSportsScoutingSystem,5,32,5,2,5,29
data_source_3,TeamSportsScoutingSystem,6,14,1,1,1,33
data_source_3,TeamSportsScoutingSystem,7,27,6,2,6,23
data_source_3,TeamSportsScoutingSystem,8,30,4,1,4,0
data_source_3,TeamSportsScoutingSystem,9,21,5,1,5,0
data_source_3,TileOGame,0,22,3,0,3,24
data_source_3,TileOGame,1,16,1,0,1,18
data_source_3,TileOGame,2,14,2,0,2,15
data_source_3,TileOGame,3,21,3,2,3,22
data_source_3,TileOGame,4,7,0,2,0,9
data_source_3,TileOGame,5,14,1,0,1,15
data_source_3,TileOGame,6,14,2,2,2,15
data_source_3,TileOGame,7,19,2,0,2,23
data_source_3,TileOGame,8,11,1,0,1,12
data_source_3,TileOGame,9,22,4,0,4,27
data_source_3,TileOGame,10,81,11,3,11,98
data_source_3,TileOGame,11,22,2,1,2,31
data_source_3,TileOGame,12,18,4,0,4,19
data_source_3,TileOGame,13,28,3,4,3,30
data_source_3,TileOGame,14,17,3,0,3,19
data_source_3,TileOGame,15,29,5,1,5,31
data_source_3,TileOGame,16,21,3,2,3,23
data_source_3,TileOGame,17,17,3,1,3,18
data_source_3,TransportCompany,0,14,0,0,0,15
data_source_3,TransportCompany,1,19,0,2,0,21
data_source_3,TransportCompany,2,25,1,0,1,31
data_source_3,TransportCompany,3,13,0,0,0,14
data_source_3,TransportCompany,4,17,0,1,0,18
data_source_3,TransportCompany,5,9,0,3,0,10
data_source_3,TransportCompany,6,8,0,0,0,10
data_source_3,TransportCompany,7,9,1,2,1,10
data_source_3,TransportCompany,8,13,0,0,0,15
data_source_3,TransportCompany,9,18,0,1,0,23
data_source_3,TransportCompany,10,13,0,3,0,14
data_source_3,TransportCompany,11,14,1,1,1,16
data_source_3,TransportCompany,12,33,4,5,4,40
data_source_3,TransportCompany,13,7,1,0,1,8
data_source_3,TransportCompany,14,19,2,0,2,21
data_source_3,TransportCompany,15,15,3,2,3,17
data_source_3,TransportCompany,16,14,3,0,3,15
data_source_3,TransportCompany,17,28,2,1,2,30
data_source_3,TransportCompany,18,17,3,0,3,18
data_source_3,TransportCompany,19,22,2,3,2,26
data_source_3,TransportCompany,20,21,3,2,3,22
data_source_3,TreatmentPlans,0,7,0,0,0,9
data_source_3,TreatmentPlans,1,20,2,1,2,36
data_source_3,TreatmentPlans,2,11,0,0,0,12
data_source_3,TreatmentPlans,3,11,1,0,1,13
data_source_3,TreatmentPlans,4,10,3,0,3,12
data_source_3,TreatmentPlans,5,11,1,0,1,13
data_source_3,TreatmentPlans,6,14,4,1,4,17
data_source_3,TreatmentPlans,7,9,3,0,3,10
data_source_3,TreatmentPlans,8,23,5,0,5,25
data_source_3,TreatmentPlans,9,17,4,0,4,18
data_source_3,TreatmentPlans,10,25,4,0,4,27
data_source_3,TreatmentPlans,11,32,5,0,5,36
data_source_3,TreatmentPlans,12,29,3,0,3,32
data_source_3,TruckLogistics,0,11,0,2,0,12
data_source_3,TruckLogistics,1,6,1,1,1,7
data_source_3,TruckLogistics,2,10,0,0,0,13
data_source_3,TruckLogistics,3,6,1,2,1,7
data_source_3,TruckLogistics,4,15,1,2,1,17
data_source_3,TruckLogistics,5,10,0,0,0,12
data_source_3,TruckLogistics,6,6,0,0,0,7
data_source_3,TruckLogistics,7,15,0,0,0,16
data_source_3,TruckLogistics,8,19,2,1,2,21
data_source_3,TruckLogistics,9,16,1,0,1,18
data_source_3,TruckLogistics,10,14,1,0,1,16
data_source_3,University,0,13,0,1,0,15
data_source_3,University,1,7,2,1,2,8
data_source_3,University,2,7,1,2,1,9
data_source_3,University,3,14,2,1,2,17
data_source_3,University,4,7,0,1,0,8
data_source_3,University,5,12,0,3,0,15
data_source_3,University,6,9,2,0,2,11
data_source_3,University,7,10,2,0,2,13
data_source_3,University,8,9,1,2,1,10
data_source_3,University,9,26,0,5,0,30
data_source_3,University,10,4,0,0,0,5
data_source_3,University,11,9,0,0,0,12
data_source_3,University,12,14,0,3,0,18
data_source_3,eHome2020,0,22,0,0,0,24
data_source_3,eHome2020,1,16,0,0,0,20
data_source_3,eHome2020,2,14,0,2,0,18
data_source_3,eHome2020,3,23,0,1,0,4
data_source_3,eHome2020,4,10,0,1,0,22
data_source_3,eHome2020,5,23,0,1,0,14
data_source_3,eHome2020,6,11,1,0,1,29
data_source_3,eHome2020,7,23,2,2,2,13
data_source_3,eHome2020,8,9,1,1,1,24
data_source_3,eHome2020,9,19,1,1,1,11
data_source_3,eHome2020,10,30,2,4,2,24
data_source_3,eHome2020,11,11,0,0,0,38
data_source_3,eHome2020,12,14,2,1,2,12
data_source_3,eHome2020,13,34,2,0,2,16
data_source_3,eHome2020,14,9,1,3,1,42
data_source_3,eHome2020,15,10,1,2,1,13
data_source_3,eHome2020,16,11,0,2,0,11
data_source_3,eHome2020,17,12,3,1,4,31
data_source_3,eHome2020,18,6,0,0,0,7
data_source_3,eHome2020,19,8,2,1,2,9
data_source_3,eHome2020,20,12,1,1,1,13
data_source_3,eHome2020,21,6,0,1,0,12
data_source_3,eHome2020,22,2,1,0,1,18
data_source_3,eHome2020,23,16,1,0,1,15
data_source_3,eHome2020,24,14,0,2,0,15
data_source_3,eHome2020,25,13,1,1,1,33
data_source_3,eHome2020,26,29,0,1,0,0
